region,cancer_site,sex,year,incidences_all_ages,incidences_age_under5,incidences_age5to9,incidences_age10to14,incidences_age15to19,incidences_age20to24,incidences_age25to29,incidences_age30to34,incidences_age35to39,incidences_age40to44,incidences_age45to49,incidences_age50to54,incidences_age55to59,incidences_age60to64,incidences_age65to69,incidences_age70to74,incidences_age75to79,incidences_age80to84,incidences_age85to89,incidences_age90and_over
South East of Scotland,Breast,Male,2003,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
South East of Scotland,Breast,Male,2004,11,0,0,0,0,0,0,0,1,0,1,2,0,1,3,3,0,0,0,0
South East of Scotland,Breast,Male,2005,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
South East of Scotland,Breast,Male,2006,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1
South East of Scotland,Breast,Male,2007,5,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0
South East of Scotland,Breast,Male,2008,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,1
South East of Scotland,Breast,Male,2009,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0
South East of Scotland,Breast,Male,2010,8,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,1,0,0
South East of Scotland,Breast,Male,2011,6,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0
South East of Scotland,Breast,Male,2012,11,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,1,0,1,0
South East of Scotland,Breast,Male,2013,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,0,1
South East of Scotland,Breast,Male,2014,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6,2,0,0
South East of Scotland,Breast,Male,2015,6,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0
South East of Scotland,Breast,Male,2016,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
South East of Scotland,Breast,Male,2017,10,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,2,1,0
South East of Scotland,Breast,Male,2018,5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0
South East of Scotland,Breast,Male,2019,15,0,0,0,0,0,0,0,0,0,1,0,1,2,2,4,2,2,1,0
South East of Scotland,Breast,Male,2020,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0
South East of Scotland,Breast,Female,1996,884,0,0,0,0,0,2,18,31,45,106,109,89,91,91,78,81,66,53,24
South East of Scotland,Breast,Female,1997,974,0,0,0,0,0,8,17,28,56,77,138,125,106,83,98,91,72,44,31
South East of Scotland,Breast,Female,1998,926,0,0,0,0,1,3,16,39,53,83,106,111,86,104,93,92,66,54,19
South East of Scotland,Breast,Female,1999,1009,0,0,0,0,0,3,14,51,60,72,158,129,102,89,89,100,63,53,26
South East of Scotland,Breast,Female,2000,1027,0,0,0,0,1,8,16,40,70,89,137,146,139,84,82,79,69,48,19
South East of Scotland,Breast,Female,2001,979,0,0,0,0,0,6,13,43,60,76,111,105,112,87,102,109,60,66,29
South East of Scotland,Breast,Female,2002,1083,0,0,0,0,0,2,12,31,60,90,144,160,116,101,103,112,81,41,30
South East of Scotland,Breast,Female,2003,1126,0,0,0,0,0,2,19,37,57,92,157,152,143,115,101,94,76,48,33
South East of Scotland,Breast,Female,2004,1003,0,0,0,0,0,1,13,33,80,94,115,112,105,122,98,81,80,39,30
South East of Scotland,Breast,Female,2005,1253,0,0,0,0,2,1,15,37,82,109,143,155,146,161,118,102,82,64,36
South East of Scotland,Breast,Female,2006,1238,0,0,0,0,0,4,14,33,51,113,144,160,165,157,126,89,94,48,40
South East of Scotland,Breast,Female,2007,1121,0,0,0,0,0,6,15,24,74,100,132,102,138,115,123,101,94,59,38
South East of Scotland,Breast,Female,2008,1205,0,0,0,0,0,4,12,38,69,97,126,149,147,166,115,101,79,72,30
South East of Scotland,Breast,Female,2009,1228,0,0,0,0,2,5,6,28,78,104,161,131,165,158,107,120,79,49,35
South East of Scotland,Breast,Female,2010,1147,0,0,0,0,0,5,9,31,70,111,142,119,152,128,100,91,91,68,30
South East of Scotland,Breast,Female,2011,1345,0,0,0,0,2,5,9,26,72,119,177,132,189,157,135,125,96,64,37
South East of Scotland,Breast,Female,2012,1303,0,0,0,0,0,5,12,40,58,115,141,130,180,170,124,117,111,66,34
South East of Scotland,Breast,Female,2013,1237,0,0,0,0,4,1,19,30,66,117,154,115,148,139,115,113,103,81,32
South East of Scotland,Breast,Female,2014,1321,0,0,0,0,1,4,16,22,59,114,179,138,169,202,106,104,97,67,43
South East of Scotland,Breast,Female,2015,1302,0,0,0,0,0,4,16,34,58,122,159,133,140,204,131,111,78,80,32
South East of Scotland,Breast,Female,2016,1233,0,0,0,0,0,4,13,30,60,102,178,130,145,179,124,107,86,54,21
South East of Scotland,Breast,Female,2017,1318,0,0,0,0,1,6,18,36,73,87,188,126,142,189,134,123,92,65,38
South East of Scotland,Breast,Female,2018,1450,0,0,0,0,1,8,19,34,59,125,191,190,170,182,122,137,114,65,33
South East of Scotland,Breast,Female,2019,1325,0,0,0,0,1,6,14,35,64,86,165,149,138,181,168,126,102,51,39
South East of Scotland,Breast,Female,2020,1219,0,0,0,0,0,7,22,42,63,105,160,148,133,130,131,118,75,52,33
South East of Scotland,Carcinoma in situ of the breast,All,1996,154,0,0,0,0,0,1,3,7,8,17,29,24,20,14,14,8,7,2,0
South East of Scotland,Carcinoma in situ of the breast,All,1997,63,0,0,0,0,0,1,2,1,7,4,12,11,11,8,3,1,1,1,0
South East of Scotland,Carcinoma in situ of the breast,All,1998,50,0,0,0,0,0,1,1,6,4,5,8,12,7,2,3,0,0,1,0
South East of Scotland,Carcinoma in situ of the breast,All,1999,85,0,0,0,0,0,0,0,4,6,6,27,11,13,9,2,4,2,0,1
South East of Scotland,Carcinoma in situ of the breast,All,2000,91,0,0,0,0,0,0,0,2,3,4,27,19,15,8,3,4,5,1,0
South East of Scotland,Carcinoma in situ of the breast,All,2001,58,0,0,0,0,0,0,0,0,5,5,10,13,7,3,5,7,2,1,0
South East of Scotland,Carcinoma in situ of the breast,All,2002,94,0,0,0,0,0,0,0,1,3,6,24,14,15,13,7,5,1,2,3
South East of Scotland,Carcinoma in situ of the breast,All,2003,113,0,0,0,0,1,0,1,4,7,5,18,25,20,14,8,7,0,1,2
South East of Scotland,Carcinoma in situ of the breast,All,2004,93,0,0,0,0,0,0,0,4,5,5,19,15,19,11,8,5,0,1,1
South East of Scotland,Carcinoma in situ of the breast,All,2005,127,0,0,0,0,0,0,1,4,3,5,26,25,20,16,15,9,2,0,1
South East of Scotland,Carcinoma in situ of the breast,All,2006,152,0,0,0,0,0,0,1,10,3,8,32,27,27,27,10,2,4,1,0
South East of Scotland,Carcinoma in situ of the breast,All,2007,116,0,0,0,0,0,0,0,3,9,11,19,17,14,15,13,8,4,3,0
South East of Scotland,Carcinoma in situ of the breast,All,2008,149,0,0,0,0,0,1,1,3,11,5,35,20,27,26,8,7,4,1,0
South East of Scotland,Carcinoma in situ of the breast,All,2009,139,0,0,0,0,0,1,0,1,4,8,41,19,22,21,10,6,4,1,1
South East of Scotland,Carcinoma in situ of the breast,All,2010,109,0,0,0,0,0,0,3,2,8,12,17,19,18,11,9,4,3,1,2
South East of Scotland,Carcinoma in situ of the breast,All,2011,145,0,0,0,0,1,0,0,5,7,13,23,15,26,28,14,3,4,4,2
South East of Scotland,Carcinoma in situ of the breast,All,2012,138,0,0,0,0,0,0,0,2,9,17,31,16,21,20,12,8,2,0,0
South East of Scotland,Carcinoma in situ of the breast,All,2013,99,0,0,0,0,0,0,1,1,6,10,24,10,17,15,11,1,3,0,0
South East of Scotland,Carcinoma in situ of the breast,All,2014,145,0,0,0,0,0,0,0,2,10,10,23,25,22,30,13,7,3,0,0
South East of Scotland,Carcinoma in situ of the breast,All,2015,143,0,0,0,0,1,1,1,4,9,7,27,21,20,30,6,8,5,2,1
South East of Scotland,Carcinoma in situ of the breast,All,2016,160,0,0,0,0,0,0,0,3,8,4,38,19,19,32,22,6,6,3,0
South East of Scotland,Carcinoma in situ of the breast,All,2017,127,0,0,0,0,0,0,2,3,8,5,24,21,16,22,13,11,1,1,0
South East of Scotland,Carcinoma in situ of the breast,All,2018,147,0,0,0,0,1,0,2,3,5,11,31,22,19,26,9,8,6,2,2
South East of Scotland,Carcinoma in situ of the breast,All,2019,172,0,0,0,0,1,0,0,1,7,13,35,25,29,27,15,8,4,4,3
South East of Scotland,Carcinoma in situ of the breast,All,2020,97,0,0,0,0,0,0,1,3,9,10,19,15,9,11,8,6,2,4,0
South East of Scotland,Carcinoma in situ of the breast,Male,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2002,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2006,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2007,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2013,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2015,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
South East of Scotland,Carcinoma in situ of the breast,Male,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2019,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Male,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South East of Scotland,Carcinoma in situ of the breast,Female,1996,154,0,0,0,0,0,1,3,7,8,17,29,24,20,14,14,8,7,2,0
South East of Scotland,Carcinoma in situ of the breast,Female,1997,63,0,0,0,0,0,1,2,1,7,4,12,11,11,8,3,1,1,1,0
South East of Scotland,Carcinoma in situ of the breast,Female,1998,50,0,0,0,0,0,1,1,6,4,5,8,12,7,2,3,0,0,1,0
South East of Scotland,Carcinoma in situ of the breast,Female,1999,85,0,0,0,0,0,0,0,4,6,6,27,11,13,9,2,4,2,0,1
South East of Scotland,Carcinoma in situ of the breast,Female,2000,91,0,0,0,0,0,0,0,2,3,4,27,19,15,8,3,4,5,1,0
South East of Scotland,Carcinoma in situ of the breast,Female,2001,58,0,0,0,0,0,0,0,0,5,5,10,13,7,3,5,7,2,1,0
South East of Scotland,Carcinoma in situ of the breast,Female,2002,93,0,0,0,0,0,0,0,1,3,6,23,14,15,13,7,5,1,2,3
South East of Scotland,Carcinoma in situ of the breast,Female,2003,113,0,0,0,0,1,0,1,4,7,5,18,25,20,14,8,7,0,1,2
South East of Scotland,Carcinoma in situ of the breast,Female,2004,93,0,0,0,0,0,0,0,4,5,5,19,15,19,11,8,5,0,1,1
South East of Scotland,Carcinoma in situ of the breast,Female,2005,127,0,0,0,0,0,0,1,4,3,5,26,25,20,16,15,9,2,0,1
South East of Scotland,Carcinoma in situ of the breast,Female,2006,150,0,0,0,0,0,0,1,10,3,8,32,27,26,27,10,2,3,1,0
South East of Scotland,Carcinoma in situ of the breast,Female,2007,113,0,0,0,0,0,0,0,2,9,11,19,17,14,15,13,6,4,3,0
South East of Scotland,Carcinoma in situ of the breast,Female,2008,149,0,0,0,0,0,1,1,3,11,5,35,20,27,26,8,7,4,1,0
South East of Scotland,Carcinoma in situ of the breast,Female,2009,139,0,0,0,0,0,1,0,1,4,8,41,19,22,21,10,6,4,1,1
South East of Scotland,Carcinoma in situ of the breast,Female,2010,109,0,0,0,0,0,0,3,2,8,12,17,19,18,11,9,4,3,1,2
South East of Scotland,Carcinoma in situ of the breast,Female,2011,143,0,0,0,0,1,0,0,5,7,13,23,15,26,28,14,3,2,4,2
South East of Scotland,Carcinoma in situ of the breast,Female,2012,138,0,0,0,0,0,0,0,2,9,17,31,16,21,20,12,8,2,0,0
South East of Scotland,Carcinoma in situ of the breast,Female,2013,98,0,0,0,0,0,0,1,1,5,10,24,10,17,15,11,1,3,0,0
South East of Scotland,Carcinoma in situ of the breast,Female,2014,145,0,0,0,0,0,0,0,2,10,10,23,25,22,30,13,7,3,0,0
South East of Scotland,Carcinoma in situ of the breast,Female,2015,139,0,0,0,0,1,1,1,4,9,7,27,21,20,30,6,7,3,1,1
South East of Scotland,Carcinoma in situ of the breast,Female,2016,160,0,0,0,0,0,0,0,3,8,4,38,19,19,32,22,6,6,3,0
South East of Scotland,Carcinoma in situ of the breast,Female,2017,127,0,0,0,0,0,0,2,3,8,5,24,21,16,22,13,11,1,1,0
South East of Scotland,Carcinoma in situ of the breast,Female,2018,147,0,0,0,0,1,0,2,3,5,11,31,22,19,26,9,8,6,2,2
South East of Scotland,Carcinoma in situ of the breast,Female,2019,171,0,0,0,0,0,0,0,1,7,13,35,25,29,27,15,8,4,4,3
South East of Scotland,Carcinoma in situ of the breast,Female,2020,97,0,0,0,0,0,0,1,3,9,10,19,15,9,11,8,6,2,4,0
South East of Scotland,Colorectal cancer,All,1996,958,0,0,0,0,0,1,4,6,19,24,45,62,93,140,156,158,135,68,47
South East of Scotland,Colorectal cancer,All,1997,941,0,0,0,0,0,0,2,7,17,38,36,61,91,110,152,168,146,85,28
South East of Scotland,Colorectal cancer,All,1998,863,0,0,0,0,0,0,3,9,11,25,39,63,92,120,160,140,108,67,26
South East of Scotland,Colorectal cancer,All,1999,936,0,0,0,0,0,0,2,7,9,15,34,70,108,129,159,171,92,102,38
South East of Scotland,Colorectal cancer,All,2000,998,0,0,0,0,1,0,4,6,10,27,51,66,105,153,157,192,113,80,33
South East of Scotland,Colorectal cancer,All,2001,925,0,0,0,1,1,0,3,8,10,25,39,63,86,138,163,150,117,74,47
South East of Scotland,Colorectal cancer,All,2002,916,0,0,1,0,0,0,2,6,14,27,32,70,97,132,158,137,147,64,29
South East of Scotland,Colorectal cancer,All,2003,907,0,0,0,0,2,1,1,3,14,21,35,60,85,125,164,140,149,69,38
South East of Scotland,Colorectal cancer,All,2004,987,0,0,0,0,1,2,3,7,11,22,47,80,94,129,159,164,165,54,49
South East of Scotland,Colorectal cancer,All,2005,960,0,0,0,0,0,2,4,4,10,21,35,78,103,123,150,164,141,85,40
South East of Scotland,Colorectal cancer,All,2006,914,0,0,0,0,2,1,3,6,14,28,39,65,89,129,145,146,132,79,36
South East of Scotland,Colorectal cancer,All,2007,1048,0,0,0,0,0,2,3,6,11,29,38,70,123,124,141,212,152,103,34
South East of Scotland,Colorectal cancer,All,2008,1012,0,0,0,1,1,1,2,5,16,30,44,71,110,127,175,167,144,97,21
South East of Scotland,Colorectal cancer,All,2009,1081,0,0,0,0,2,3,0,7,11,18,58,77,125,154,179,162,145,97,43
South East of Scotland,Colorectal cancer,All,2010,1150,0,0,0,0,3,2,5,3,14,29,48,80,151,177,189,176,136,108,29
South East of Scotland,Colorectal cancer,All,2011,1123,0,0,0,0,0,4,6,6,17,34,53,86,106,175,159,196,148,89,44
South East of Scotland,Colorectal cancer,All,2012,1069,0,0,0,1,1,1,3,11,15,25,53,64,126,165,162,167,143,87,45
South East of Scotland,Colorectal cancer,All,2013,1096,0,0,0,2,1,2,4,6,11,37,48,80,102,180,170,157,163,95,38
South East of Scotland,Colorectal cancer,All,2014,1090,0,0,0,2,2,3,5,9,10,36,51,78,99,148,179,183,149,89,47
South East of Scotland,Colorectal cancer,All,2015,1025,0,0,1,0,3,5,6,7,8,32,58,62,111,143,144,163,140,101,41
South East of Scotland,Colorectal cancer,All,2016,1001,0,0,1,2,1,3,6,3,17,24,54,69,96,126,164,155,147,96,37
South East of Scotland,Colorectal cancer,All,2017,1011,0,0,1,2,0,7,12,12,9,25,36,78,94,146,164,136,150,99,40
South East of Scotland,Colorectal cancer,All,2018,1150,0,0,1,1,3,3,3,15,14,31,65,77,125,163,197,179,147,78,48
South East of Scotland,Colorectal cancer,All,2019,1120,0,0,0,1,1,3,6,14,13,30,75,74,112,151,191,176,132,80,61
South East of Scotland,Colorectal cancer,All,2020,934,0,0,1,1,2,1,7,13,12,17,36,74,88,117,143,140,142,96,44
South East of Scotland,Colorectal cancer,Male,1996,492,0,0,0,0,0,1,2,4,10,14,22,40,48,75,92,85,57,25,17
South East of Scotland,Colorectal cancer,Male,1997,522,0,0,0,0,0,0,0,6,8,20,26,40,56,69,90,95,74,33,5
South East of Scotland,Colorectal cancer,Male,1998,471,0,0,0,0,0,0,1,5,5,14,17,37,57,84,89,86,47,20,9
South East of Scotland,Colorectal cancer,Male,1999,481,0,0,0,0,0,0,1,3,3,5,14,43,65,81,88,95,30,44,9
South East of Scotland,Colorectal cancer,Male,2000,518,0,0,0,0,0,0,4,3,6,13,32,35,73,85,90,87,53,32,5
South East of Scotland,Colorectal cancer,Male,2001,494,0,0,0,0,0,0,1,5,6,13,20,39,53,92,87,84,52,25,17
South East of Scotland,Colorectal cancer,Male,2002,470,0,0,0,0,0,0,1,4,7,11,16,36,56,75,83,72,73,25,11
South East of Scotland,Colorectal cancer,Male,2003,504,0,0,0,0,1,1,1,1,4,13,21,37,52,79,94,80,74,31,15
South East of Scotland,Colorectal cancer,Male,2004,552,0,0,0,0,1,0,2,3,5,14,30,58,65,80,92,81,83,23,15
South East of Scotland,Colorectal cancer,Male,2005,541,0,0,0,0,0,1,0,2,5,12,20,52,57,75,92,103,74,40,8
South East of Scotland,Colorectal cancer,Male,2006,502,0,0,0,0,1,1,2,3,4,19,27,36,53,74,83,83,66,37,13
South East of Scotland,Colorectal cancer,Male,2007,561,0,0,0,0,0,1,1,1,6,17,17,38,74,70,87,120,76,45,8
South East of Scotland,Colorectal cancer,Male,2008,554,0,0,0,0,1,0,0,1,10,17,24,40,65,69,112,94,74,37,10
South East of Scotland,Colorectal cancer,Male,2009,592,0,0,0,0,1,1,0,3,4,9,34,47,71,93,100,96,78,40,15
South East of Scotland,Colorectal cancer,Male,2010,626,0,0,0,0,0,1,3,0,4,18,29,48,93,102,116,98,67,41,6
South East of Scotland,Colorectal cancer,Male,2011,641,0,0,0,0,0,2,3,4,10,13,31,50,70,109,96,132,69,34,18
South East of Scotland,Colorectal cancer,Male,2012,601,0,0,0,1,0,0,1,5,9,12,32,38,74,104,102,85,83,39,16
South East of Scotland,Colorectal cancer,Male,2013,603,0,0,0,0,0,2,3,1,7,15,29,45,64,113,96,74,90,51,13
South East of Scotland,Colorectal cancer,Male,2014,594,0,0,0,1,0,1,5,7,4,16,27,45,59,92,105,99,78,32,23
South East of Scotland,Colorectal cancer,Male,2015,559,0,0,1,0,1,0,3,3,6,17,27,40,67,86,73,94,78,48,15
South East of Scotland,Colorectal cancer,Male,2016,512,0,0,0,1,0,2,3,3,8,7,22,39,56,83,89,79,77,36,7
South East of Scotland,Colorectal cancer,Male,2017,587,0,0,1,0,0,5,4,6,2,16,20,53,59,73,107,78,88,54,21
South East of Scotland,Colorectal cancer,Male,2018,592,0,0,0,0,1,2,2,8,3,16,26,36,73,96,99,89,85,37,19
South East of Scotland,Colorectal cancer,Male,2019,610,0,0,0,1,1,1,4,5,7,19,49,42,65,77,109,97,77,34,22
South East of Scotland,Colorectal cancer,Male,2020,486,0,0,1,1,1,1,5,7,3,9,17,37,48,62,76,85,76,44,13
South East of Scotland,Colorectal cancer,Female,1996,466,0,0,0,0,0,0,2,2,9,10,23,22,45,65,64,73,78,43,30
South East of Scotland,Colorectal cancer,Female,1997,419,0,0,0,0,0,0,2,1,9,18,10,21,35,41,62,73,72,52,23
South East of Scotland,Colorectal cancer,Female,1998,392,0,0,0,0,0,0,2,4,6,11,22,26,35,36,71,54,61,47,17
South East of Scotland,Colorectal cancer,Female,1999,455,0,0,0,0,0,0,1,4,6,10,20,27,43,48,71,76,62,58,29
South East of Scotland,Colorectal cancer,Female,2000,480,0,0,0,0,1,0,0,3,4,14,19,31,32,68,67,105,60,48,28
South East of Scotland,Colorectal cancer,Female,2001,431,0,0,0,1,1,0,2,3,4,12,19,24,33,46,76,66,65,49,30
South East of Scotland,Colorectal cancer,Female,2002,446,0,0,1,0,0,0,1,2,7,16,16,34,41,57,75,65,74,39,18
South East of Scotland,Colorectal cancer,Female,2003,403,0,0,0,0,1,0,0,2,10,8,14,23,33,46,70,60,75,38,23
South East of Scotland,Colorectal cancer,Female,2004,435,0,0,0,0,0,2,1,4,6,8,17,22,29,49,67,83,82,31,34
South East of Scotland,Colorectal cancer,Female,2005,419,0,0,0,0,0,1,4,2,5,9,15,26,46,48,58,61,67,45,32
South East of Scotland,Colorectal cancer,Female,2006,412,0,0,0,0,1,0,1,3,10,9,12,29,36,55,62,63,66,42,23
South East of Scotland,Colorectal cancer,Female,2007,487,0,0,0,0,0,1,2,5,5,12,21,32,49,54,54,92,76,58,26
South East of Scotland,Colorectal cancer,Female,2008,458,0,0,0,1,0,1,2,4,6,13,20,31,45,58,63,73,70,60,11
South East of Scotland,Colorectal cancer,Female,2009,489,0,0,0,0,1,2,0,4,7,9,24,30,54,61,79,66,67,57,28
South East of Scotland,Colorectal cancer,Female,2010,524,0,0,0,0,3,1,2,3,10,11,19,32,58,75,73,78,69,67,23
South East of Scotland,Colorectal cancer,Female,2011,482,0,0,0,0,0,2,3,2,7,21,22,36,36,66,63,64,79,55,26
South East of Scotland,Colorectal cancer,Female,2012,468,0,0,0,0,1,1,2,6,6,13,21,26,52,61,60,82,60,48,29
South East of Scotland,Colorectal cancer,Female,2013,493,0,0,0,2,1,0,1,5,4,22,19,35,38,67,74,83,73,44,25
South East of Scotland,Colorectal cancer,Female,2014,496,0,0,0,1,2,2,0,2,6,20,24,33,40,56,74,84,71,57,24
South East of Scotland,Colorectal cancer,Female,2015,466,0,0,0,0,2,5,3,4,2,15,31,22,44,57,71,69,62,53,26
South East of Scotland,Colorectal cancer,Female,2016,489,0,0,1,1,1,1,3,0,9,17,32,30,40,43,75,76,70,60,30
South East of Scotland,Colorectal cancer,Female,2017,424,0,0,0,2,0,2,8,6,7,9,16,25,35,73,57,58,62,45,19
South East of Scotland,Colorectal cancer,Female,2018,558,0,0,1,1,2,1,1,7,11,15,39,41,52,67,98,90,62,41,29
South East of Scotland,Colorectal cancer,Female,2019,510,0,0,0,0,0,2,2,9,6,11,26,32,47,74,82,79,55,46,39
South East of Scotland,Colorectal cancer,Female,2020,448,0,0,0,0,1,0,2,6,9,8,19,37,40,55,67,55,66,52,31
South East of Scotland,Colon,All,1996,647,0,0,0,0,0,1,3,5,11,20,26,39,52,95,101,112,101,45,36
South East of Scotland,Colon,All,1997,610,0,0,0,0,0,0,2,5,8,27,24,35,52,67,95,115,99,62,19
South East of Scotland,Colon,All,1998,522,0,0,0,0,0,0,3,5,4,11,21,28,58,63,102,94,67,48,18
South East of Scotland,Colon,All,1999,619,0,0,0,0,0,0,2,6,5,11,22,35,62,90,104,122,64,70,26
South East of Scotland,Colon,All,2000,650,0,0,0,0,1,0,3,5,8,13,33,38,59,97,98,138,75,57,25
South East of Scotland,Colon,All,2001,621,0,0,0,1,0,0,3,6,6,19,24,35,50,84,120,101,82,54,36
South East of Scotland,Colon,All,2002,585,0,0,0,0,0,0,2,4,5,17,18,41,60,74,103,94,97,46,24
South East of Scotland,Colon,All,2003,590,0,0,0,0,2,0,0,3,12,12,22,33,55,73,106,97,100,49,26
South East of Scotland,Colon,All,2004,646,0,0,0,0,0,2,1,3,5,12,31,45,53,72,104,114,128,41,35
South East of Scotland,Colon,All,2005,620,0,0,0,0,0,0,3,2,7,12,22,45,54,67,98,125,103,59,23
South East of Scotland,Colon,All,2006,612,0,0,0,0,1,0,3,4,12,18,22,40,53,83,88,107,95,61,25
South East of Scotland,Colon,All,2007,675,0,0,0,0,0,2,3,2,5,18,22,36,81,72,99,143,99,68,25
South East of Scotland,Colon,All,2008,691,0,0,0,1,0,1,1,3,7,20,21,41,74,87,117,132,96,73,17
